i,si1,si2,si3,si4,si5,gi,yi,predicted_gi
1451,15.762802,0.294316,-4.334551,191.742719,8.99162,27.115806,,27.15387
1452,12.378485,6.527633,1.034585,142.366491,20.845278,37.835699,,37.881927
1453,14.85221,12.483322,8.636783,33.381318,20.224181,13.959078,,17.18864
1454,12.481994,9.260853,1.27445,88.555435,2.667361,62.731402,,64.45548
1455,18.695311,7.801941,4.666667,126.598714,13.022786,49.294262,,50.992477
1456,13.408873,12.958023,8.378513,185.993434,7.912348,13.341901,,13.461622
1457,15.537548,1.465469,-4.33751,105.866194,15.824753,72.994758,,69.286804
1458,18.818228,13.620783,8.733333,125.294885,11.518124,39.637431,,40.145348
1459,16.837496,1.62025,-4.333333,136.163785,5.738554,27.122605,,28.570494
1460,21.676006,7.754951,4.666667,184.639505,10.847745,35.606309,,35.799484
1461,9.769045,2.14734,-4.862002,30.566828,18.82839,36.269872,,36.457336
1462,11.931811,8.390559,-0.0,81.144159,15.936938,87.0,,88.05085
1463,19.312747,0.068694,-4.333333,62.4952,4.380427,45.072323,,46.35289
1464,19.964052,11.50023,8.496953,138.779792,3.460289,13.298972,,13.595072
1465,17.004936,12.730638,8.733333,178.137575,8.150461,13.222719,,13.544001
1466,14.502542,13.752319,8.584678,98.134193,18.969984,49.585649,,47.91764
1467,18.864707,14.804524,8.733333,161.164702,15.064778,40.0,,40.4431
1468,10.279621,7.576997,-0.0,65.287782,13.952353,83.701692,,83.00291
1469,13.603814,4.071324,-2.288559,109.975829,3.109112,49.876086,,49.287003
1470,8.785444,1.511258,-5.285566,77.756867,1.744649,44.840499,,45.163666
1471,12.145033,7.617732,0.429906,179.365801,19.275198,49.720076,,48.845146
1472,18.388653,8.784137,4.666667,135.224016,9.249431,25.17049,,25.111233
1473,16.888162,11.443306,8.538166,165.67939,10.728599,22.876879,,22.8406
1474,17.654718,1.24444,-4.333333,22.01777,10.127161,28.915494,,30.300112
1475,12.393407,9.923943,1.070679,55.845467,11.344899,57.375689,,60.020363
1476,17.41452,7.754685,4.666667,153.527233,5.983877,25.17049,,25.472431
1477,3.585739,2.56572,0.0,43.211319,5.094756,49.307904,,51.575127
1478,20.424961,14.078368,8.733333,6.812426,19.78975,19.235323,,19.45263
1479,17.775507,8.857248,4.666667,87.31038,19.991341,53.043578,,52.997368
1480,21.169052,6.60952,4.688018,187.372742,13.280143,45.095137,,47.12922
1481,14.849458,14.128784,8.636409,52.417793,8.035203,31.415413,,31.78143
1482,20.886492,9.838707,4.749624,113.9491,13.168991,53.063953,,53.200638
1483,14.541086,6.779186,4.221264,71.910609,14.706717,73.385136,,73.83143
1484,18.378346,12.595461,8.733333,5.367726,19.68041,21.389381,,20.396404
1485,12.417715,7.989353,1.127644,100.083838,1.921382,57.105242,,58.78398
1486,9.369241,8.308306,-0.0,165.402982,11.858228,54.587271,,55.142708
1487,20.237393,10.200983,5.022149,51.796484,9.425899,35.804223,,37.290962
1488,7.891408,5.507849,-0.0,9.177001,13.577377,65.072644,,65.964714
1489,10.41024,3.589359,-4.845425,49.294321,12.295269,49.456821,,48.64994
1490,16.971709,8.683852,4.666667,132.146429,4.968715,29.847655,,28.653843
1491,21.977975,13.003306,8.733333,65.881938,2.29943,37.889062,,37.653046
1492,14.326569,6.101651,3.988089,131.89925,0.219508,33.231565,,31.809492
1493,21.807275,1.689227,-4.333333,2.600825,1.301373,27.122605,,28.920359
1494,10.13325,6.657688,-0.0,143.613571,7.098352,40.0,,40.460632
1495,11.466756,4.502766,-1.432914,78.223762,17.148483,82.976916,,81.18394
1496,17.151411,6.020803,4.774128,6.701052,7.380529,24.494467,,25.294918
1497,13.114511,12.500453,8.400144,81.203081,13.630509,65.385014,,69.56469
1498,17.97632,6.05443,4.768427,143.261527,21.843486,24.530703,,25.884233
1499,12.640997,5.852639,1.707746,184.267283,14.256125,61.062548,,63.40898
1500,18.86914,5.406733,4.745181,196.803149,11.875068,39.110504,,40.302284
